ticker,name,sector,industry,description,source
MSPL,MSP Steel & Power Ltd,Basic Materials,Steel,"Incorporated in 1968, MSP Steel & Power Ltd manufactures and sells of iron and steel products and does generation of power",screener
MSTCLTD,MSTC Ltd,Industrials,Conglomerates,"MSTC (Metal Scrap Trade Corporation) Ltd is a Mini-Ratna Category-I PSU of GoIa and was set up in September 1964 for regulating export of ferrous scrap from India. Currently, the company is under the Ministry of Steel, GoI and is engaged in trading items and e-commerce services, e-auctions and e-procurement services.",screener
MSUMI,Motherson Sumi Wiring India Ltd,Consumer Cyclical,Auto Parts,"Motherson Sumi Wiring India, a JV between Sumitomo Wiring System and Motherson Group, is a market leader in the Indian wiring harness industry with a market share of over 40%.",screener
MTARTECH,MTAR Technologies Ltd,Industrials,Specialty Industrial Machinery,"MTAR develops and manufactures components and equipment for the defense, aerospace, nuclear and clean energy sectors. The company was incorporated in 1970 by the promoters, Mr PR Reddy, Mr KSN Reddy and Mr PJ Reddy, to cater to the technical and engineering needs of the Indian government in the post embargo regime. MTAR has manufacturing footprints in Hyderabad with seven units spread across a 4 km radius and a dedicated export facility as well.",screener
MTEDUCARE,MT Educare Ltd,Consumer Defensive,Education & Training Services,"Incorporated in 1988, MT Educare Ltd conducts commercial training, coaching, tutorial classes, and related activities",screener
MTNL,Mahanagar Telephone Nigam Ltd,Communication Services,Telecom Services,Mahanagar Telephone Nigam is engaged in providing telecom services.(Source : 201903 Annual Report Page No:120),screener
MUFIN,Mufin Green Finance Ltd,Financial Services,Credit Services,"APM Finvest Limited was incorporated in May 2016, a Non-Banking Financial Company Non-Deposit Taking (NBFC-ND) registered with Reserve Bank of India and is carrying on the business of Investment into shares, stocks, securities, and providing loans of all kinds.",screener
MUFTI,Credo Brands Marketing Ltd,Consumer Cyclical,Apparel Retail,"Incorporated in 1999, Credo Brands Marketing Ltd is in the business of selling of fashion casual garments and accessories under the brand name MUFTI",screener
MUKANDLTD,Mukand Ltd,Basic Materials,Steel,"Mukand Ltd is engaged in manufacturing of special alloy steel, billets, bars, rods, EOT cranes, material handling equipment and other industrial machinery and comprehensive engineering services.",screener
MUKKA,Mukka Proteins Ltd,Consumer Defensive,Packaged Foods,"Incorporated in 2003, Mukka Proteins Ltd is a manufacturer and exporter of Fish Meal and Fish oil",screener
MUKTAARTS,Mukta Arts Ltd,Communication Services,Entertainment,"Incorporated in 1982, Mukta Arts Ltd is in the business of film production, distribution and film exhibition",screener
MUNJALAU,Munjal Auto Industries Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 1985, Munjal Auto Industries Ltd manufactures and sells auto components and designs, develops, tests, and produces various composite molds and products for different industries.",screener
MUNJALSHOW,Munjal Showa Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 1985, Munjal Showa Ltd manufactures auto components for two-wheelers and four-wheeler",screener
MURUDCERA,Murudeshwar Ceramics Ltd,Industrials,Building Products & Equipment,"Incorporated in 1983, Murudeshwar Ceramics Ltd manufacture and trades in wide range of Ceramic and Vitrified floor & Wall tiles",screener
MUTHOOTCAP,Muthoot Capital Services Ltd,Financial Services,Credit Services,"The company is deposit-taking NBFC & part of Muthoot Group. The group has established a strong reputation and brand in India, particularly in South India. The promoters have more than 30 years of experience in the lending business. The company started its business in 2-wheeler financing in 1998 and since then expanded into financing used cars, consumer durables, and small-ticket business loans.",screener
MUTHOOTFIN,Muthoot Finance Ltd,Financial Services,Credit Services,Muthoot Finance is NBFC engaged in the business of providing gold loans. The company predominately operates in Southern India,screener
MUTHOOTMF,Muthoot Microfin Ltd,Financial Services,Credit Services,"Founded in April 1992, Muthoot Microfin Limited, a subsidiary of Muthoot Pappachan Group, provides micro-loans to female customers with a focus on rural regions in India",screener
MVGJL,Manoj Vaibhav Gems N Jewellers Ltd,Consumer Cyclical,Luxury Goods,"Incorporated in 2003, Manoj Vaibhav Gems ‘N’ Jewellers Ltd is in the retail business of Jewellery",screener
MWL,Mangalam Worldwide Ltd,Basic Materials,Steel,"Incorporated in 1995, Mangalam Worldwide Ltd manufactures and trades steel products and other merchandise. It also provides consultancy service",screener
NACLIND,NACL Industries Ltd,Basic Materials,Agricultural Inputs,"NACL is an established player and they deal in both technicals and formulations and they cater to the Indian market and to the international market as well. They have over 50 products covering all major crops. They have a strong logistic presence and the products are sold in more than 55,000 counters. NACL has become one of the reliable contract manufacturers for major MNCs. NACL exports products to over 30 countries and has forayed into International Brand business by registering brands in South-East Asia and Africa and are in the process of expanding reach in these regions.",screener
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd,Financial Services,Asset Management,"Incorporated in 1953, Nagreeka Capital & Infrastructure Ltd is in the business of trading in shares and securities, derivatives, etc.",screener
NAGREEKEXP,Nagreeka Exports Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1989, Nagreeka Exports Ltd is engaged in the manufacturing, trading and export of cotton yarn and other various merchandise.",screener
NAHARCAP,Nahar Capital & Financial Services Ltd,Financial Services,Capital Markets,"Incorporated in 2006, Nahar Capital & Financial Services Ltd is in the business of investments and real estate",screener
NAHARINDUS,Nahar Industrial Enterprises Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1983, Nahar Industrial Enterprises Ltd is in the business of Textiles and Sugar",screener
NAHARPOLY,Nahar Polyfilms Ltd,Consumer Cyclical,Packaging & Containers,"Incorporated in 1988, Nahar Poly Films Ltd manufactures transparent & metalized Flexible Packaging Films",screener
NAHARSPING,Nahar Spinning Mills Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1980, Nahar Spinning Mills Ltd manufactures cotton yarn/blended yarn and hosiery knitwear",screener
NAM-INDIA,Nippon Life India Asset Management Ltd,Financial Services,Asset Management,"Nippon Life India Asset Mgt. is engaged in managing mutual funds including exchange traded funds (ETFs); managed accounts, including portfolio management services, alternative investment funds and pension funds; and offshore funds and advisory mandates.(Source : 202003 Annual Report Page No: 01)",screener
NARMADA,Narmada Agrobase Ltd,Basic Materials,Agricultural Inputs,"Incorporated in 2013, Narmada Agrobase Ltd manufactures and sells cotton seed and cattle feed",screener
NATCAPSUQ,Natural Capsules Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Incorporated in 1993, Natural Capsules manufactures Capsules and Steroidal APIs and their Intermediates and Derivatives",screener
NATCOPHARM,Natco Pharma Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"NATCO Pharma Limited (NATCO) is a vertically integrated, research and development focused pharmaceutical company engaged in developing, manufacturing, and marketing complex products for niche therapeutic areas. NATCO has established its presence in all three business segments viz. finished dosage formulations (“FDF”), active pharmaceutical ingredients (“APIs”), Contract Manufacturing Business.",screener
NATHBIOGEN,Nath Bio-Genes (India) Ltd,Basic Materials,Agricultural Inputs,"Incorporated in 1993, Nath Bio-Genes Ltd is in the business of Production, Processing, and Marketing of Hybrid and GM Seeds",screener
NATIONALUM,National Aluminium Company Ltd,Basic Materials,Aluminum,"Incorporated in 1981, National Aluminium Company Limited (NALCO) manufactures and sells Alumina and Aluminium",screener
NATIONSTD,National Standard (India) Ltd,,,"National Standard (India) Limited, incorporated in 1962, is presently engaged in the business of Real Estate Development. The Company is a subsidiary of Lodha Developers Ltd. The ultimate holding company is Sambhavnath Infrabuild and Farms Pvt. Ltd.",screener
NAUKRI,Info Edge (India) Ltd,Communication Services,Internet Content & Information,"Info Edge is India’s premier online classified company with a portfolio of brands. It owns various brands in different fields like naukri.com (online recruitment), 99acres.com (online real estate), jeevansathi.com (online matrimonial) as well as shiksha.com (online education information services). It also acts as an investor and has invested in many start-ups in the online space and is actively growing its investment portfolio.",screener
NAVA,Nava Ltd,Industrials,Conglomerates,"Nava Bharat Ventures Ltd was established in 1972 as an Indian ferro alloys manufacturer, Nava Bharat is now a multinational company, operating in India, South East Asia and Africa with businesses in metals manufacturing, power, mining, agribusiness and healthcare.",screener
NAVINFLUOR,Navin Fluorine International Ltd,Basic Materials,Chemicals,"Navin Fluorine International Ltd is primary engaged in producing refrigeration gases, inorganic fluorides, specialty organofluorines and offers contract research and manufacturing services. Its portfolio includes 50+ fluorinated compounds developed over the years.",screener
NAVKARCORP,Navkar Corporation Ltd,Industrials,Integrated Freight & Logistics,"Navkar Corporation provides cargo transit services across Container Freight Stations, Private Freight Terminal, Inland Container Depots and Multimodal Logistics Parks.",screener
NAVKARURB,Navkar Urbanstructure Ltd,Basic Materials,Building Materials,"Incorporated in 1992, Navkar Urban structure Ltd is in the business of construction and development of infrastructure projects including RCC and RMC pipes",screener
NAVNETEDUL,Navneet Education Ltd,Communication Services,Publishing,"Navneet Education Limited is primarily into manufacturing and trading of education books, reference books, technical & professional books in paper form and e-learning form, and also paper and non-paper based stationery products.",screener
NAZARA,Nazara Technologies Ltd,Communication Services,Electronic Gaming & Multimedia,"Nazara Technologies is the leading India based diversified gaming and sports media platform with presence in India and across emerging and developed global markets such as Africa and North America, and offerings across the interactive gaming, eSports and gamified early learning ecosystems.",screener
NBCC,NBCC (India) Ltd,Industrials,Engineering & Construction,"NBCC (India) Limited is a Government of India Navratna Enterprise under the Ministry of Housing and Urban Affairs. The Co. operates in three major segments - Project Management Consultancy, Engineering Procurement & Construction, and Real Estate.",screener
NBIFIN,NBI Industrial Finance Company Ltd,Financial Services,Capital Markets,NBI Industrial Finance Co. Ltd. is a Non-Banking Financial Company(NBFC) registered with the Reserve Bank of India. The Company is engaged mainly in investment in shares in securities & financial activity. The Company has long-term orientation in its investments and mainly invests in listed equities.,screener
NCC,NCC Ltd,Industrials,Engineering & Construction,"Incorporated in 1978, NCC Limited undertakes turnkey EPC contracts and BOT projects on Public-Private Partnership basis",screener
NCLIND,NCL Industries Ltd,Basic Materials,Building Materials,"Incorporated in 1979, NCL Industries Ltd manufactures and sells Cement, RMC, CBPB, Doors, and operates 2 SHP projects",screener
NDGL,Naga Dhunseri Group Ltd,Financial Services,Capital Markets,"Incorporated in 1995, Naga Dhunseri Group Ltd operates as an investment company",screener
NDL,Nandan Denim Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1994, Nandan Denim Ltd manufactures Denim, Shirting materials, Yarn and various types of fabrics",screener
NDLVENTURE,NDL Ventures Ltd,Communication Services,Entertainment,"Incorporated in 1985, NDL Ventures provides Financial services, except insurance and pension funding",screener
NDRAUTO,NDR Auto Components Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 2019, NDR Auto Components manufacturing seat frames and seat trims for passenger cars and utility vehicles",screener
NDTV,New Delhi Television Ltd,Communication Services,Broadcasting,"Incorporated in 1988, New Delhi Television Ltd is a news television and digital journalism company in India",screener
NEAGI,Neelamalai Agro Industries Ltd,,,"Incorporated in 1943, Neelamalai Agro Industries Ltd is in the business of cultivating, manufacturing, and selling of Tea",screener
NECCLTD,North Eastern Carrying Corporation Ltd,Industrials,Trucking,"Incorporated in 1984, North Eastern Carrying Corporation Ltd is in the business of Transportation",screener
NECLIFE,Nectar Lifescience Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Incorporated in 1995, Nectar Lifesciences Ltd manufactures APIs and Formulations",screener
NELCAST,Nelcast Ltd,Industrials,Metal Fabrication,"Incorporated in 1982, Nelcast Ltd is in the business of manufacturing Iron Castings",screener
NELCO,NELCO Ltd,Technology,Communication Equipment,"Incorporated in 1940, Nelco Ltd provides domestic satellite communication services to close user group networks",screener
NEOGEN,Neogen Chemicals Ltd,Basic Materials,Specialty Chemicals,"Neogen Chemicals Ltd, incorporated in 1991, manufactures bromine and lithium-based organic and organo-metallic compounds, used in the pharmaceutical, agricultural chemicals, and engineering industries.",screener
NEPHROPLUS,Nephrocare Health Services Ltd,Healthcare,Medical Care Facilities,"Incorporated in 2010, Nephrocare Health Services Ltd. provides end-to-end dialysis care through a wide network of clinics across India and select international markets.",screener
NESCO,NESCO Ltd,Industrials,Conglomerates,"NESCO is engaged in the businesses of Licencing premises in IT park buildings and providing related services, licencing premises for exhibitions and providing services to the organisers, manufacturing of machines and capital equipment, and providing hospitality and catering services.(Source : 202003 Annual Report Page No:74)",screener
NESTLEIND,Nestle India Ltd,Consumer Defensive,Packaged Foods,Nestle India Limited is a subsidiary of Nestle which is a Swiss MNC. The company operates in the Food segment.,screener
NETWEB,Netweb Technologies India Ltd,Technology,Computer Hardware,"Incorporated in 1999, Netweb Technologies India (NTI) is one of India‘s leading high-end computing solutions (HCS) providers, with fully integrated design and manufacturing capabilities.",screener
NETWORK18,Network 18 Media & Investments Ltd,Communication Services,Entertainment,"Network 18 Media & Investments is engaged in activities spanning across Digital Content, Print and Allied Businesses.(Source : 202003-01 Annual Report Page No:15)",screener
NEULANDLAB,Neuland Laboratories Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,Neuland Laboratories is engaged in manufacturing and selling of bulk drugs and caters to both domestic and international markets.,screener
NEWGEN,Newgen Software Technologies Ltd,Technology,Software - Infrastructure,Newgen Software Technologies is a global software Company and is engaged in the business of software product development including designing and delivering end-to-end software solutions covering the entire spectrum of software services from workflow automation to Document management to imaging.,screener
NEXTMEDIA,Next Mediaworks Ltd,Communication Services,Broadcasting,"Incorporated in 1981, Next Mediaworks Ltd.(a subsidiary of HT Media Ltd.) is primarily engaged in the business of FM Radio broadcasting.",screener
NFL,National Fertilizer Ltd,Basic Materials,Agricultural Inputs,"National Fertilizers Limited is engaged in production and marketing of Neem Coated Urea, Bio-Fertilizers (solid & liquid) and other allied Industrial products. It is also engaged in trading of Imported and Domestic Fertilizers, Compost, Seeds and other Agro products.",screener
NGIL,Nakoda Group of Industries Ltd,Consumer Defensive,Packaged Foods,"Incorporated in 2013, Nakoda Group of Industries Ltd does manufacturing, selling, distribution and trading of tutty fruity, cotton bales and other agriculture commodities",screener
NGLFINE,NGL Fine Chem Ltd,Healthcare,Drug Manufacturers - General,"Incorporated in 1981, NGL Fine-Chem Ltd is a manufacturer and exporter of pharmaceuticals and intermediates for usage in veterinary and human health.",screener
NH,Narayana Hrudayalaya Ltd,Healthcare,Medical Care Facilities,Narayana Hrudayalaya Ltd is engaged in providing economical healthcare services. It has a network of multispecialty and super specialty hospitals spread across multiple locations.,screener
NHPC,NHPC Ltd,Utilities,Utilities - Renewable,"NHPC, a Navratna Ratna public sector utility, is Government of India’s flagship hydroelectric generation company. The company is primarily involved in the generation and sale of bulk power to various Power Utilities. Its other business includes providing project management / construction contracts/ consultancy assignment services and trading of power.",screener
NIACL,New India Assurance Company Ltd,Financial Services,Insurance - Diversified,New India Assurance Company Ltd is India's largest non-life insurance company. It is promoted by the Government of India (GoI) holding ~86% stake.,screener
NIBE,NIBE Ltd,Industrials,Conglomerates,"Incorporated in 2005. Nibe Ltd is in the business of manufacturing critical components for Defence, E-Vehicles and Software Development.",screener
NIBL,NRB Industrial Bearings Ltd,Industrials,Tools & Accessories,"Incorporated in 2011, NRB Industrial Bearings Ltd is in the business of manufacturing and selling of industrial bearings",screener
NIITLTD,NIIT Ltd,Consumer Defensive,Education & Training Services,NIIT is a leading Skills and Talent Development Corporation that is building a manpower pool for global industry requirements. The company was established in 1981 to help the nascent IT industry overcome its human resource challenges.,screener
NIITMTS,NIIT Learning Systems Ltd,Consumer Defensive,Education & Training Services,"NIIT Learning Systems Limited offers Managed Training Services to companies across 30 countries. The NLSL has comprehensive suite of Managed Training Services includes Custom Content and Curriculum Design, Learning Delivery, Learning Administration, Strategic Sourcing, Learning Technology, and L&D consulting services. The company also offers specialized solutions including immersive learning, customer education, talent pipeline as a service, DE&I training, digital and IT training as well as leadership and professional development services.",screener
NILAINFRA,Nila Infrastructures Ltd,Real Estate,Real Estate - Development,"Incorporated in 1990, Nila Infrastructures Ltd is involved in the construction and development of infrastructures projects",screener
NILASPACES,Nila Spaces Ltd,Real Estate,Real Estate - Development,"Incorporated in 2000, Nila Spaces Ltd does development of real estate comprising of residential and commercial projects",screener
NILE,NILE Ltd,,,"Incorporated in 1984, Nile Ltd is a manufacturer of Pure Lead for battery consumption",screener
NILKAMAL,Nilkamal Ltd,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Nilkamal Ltd transformed from Plastic Furniture to Complete Furniture Solution Provider for Home Furniture, Office Furniture, etc., in various materials and upholstered products.",screener
NIMBSPROJ,Nimbus Projects Ltd,,,"Incorporated in 1993, Nimbus Projects Ltd is in the business of developing real estate projects for residential, commercial, and retail purposes",screener
NINSYS,NINtec Systems Ltd,Technology,Information Technology Services,"Incorporated in 1997, NINtec Systems Ltd provides software development services and solutions",screener
NIPPOBATRY,Indo National Ltd,Industrials,Electrical Equipment & Parts,"Incorporated in 1972, Indo National manufactures and markets batteries, torches, LED products, electrical accessories, mosquito bats, razors and blades",screener
NIRAJ,Niraj Cement Structurals Ltd,Industrials,Engineering & Construction,"Incorporated in 1972, Niraj Cement Structurals Ltd provides infrastructural services",screener
NIRAJISPAT,Niraj Ispat Industries Ltd,Consumer Cyclical,Apparel Manufacturing,"Incorporated in 1985, Niraj Ispat Industries Ltd is in the business of manufacturing of Polyester Buttons",screener
NIRLON,Nirlon Ltd,Real Estate,Real Estate Services,"Nirlon Ltd is in business of development and management of the Industrial Park / Information Technology (IT) Park, i.e. Nirlon Knowledge Park (NKP) - Goregaon (East), Mumbai",screener
NITCO,Nitco Ltd,Industrials,Building Products & Equipment,"Incorporated in 1966, NITCO Ltd is in the tiles and marble business",screener
NITINSPIN,Nitin Spinners Ltd,Consumer Cyclical,Textile Manufacturing,"Founded in 1992 in Bhilwara of Rajasthan, Nitin Spinners is India’s leading manufacturer of cotton yarn, knitted fabrics and finished woven fabrics.",screener
NITIRAJ,Nitiraj Engineers Ltd,Technology,Scientific & Technical Instruments,"Incorporated in 1989, Nitiraj Engineers Ltd manufactures and sells Electronic Weighing Scales, Currency Counting Machines, Taxi Fare Meters, etc.",screener
NITTAGELA,Nitta Gelatin India Ltd,Basic Materials,Specialty Chemicals,"Incorporated in 1975, Nitta Gelatin India Ltd manufactures and sells ossein, gelatin, and collagen peptide",screener
NIVABUPA,Niva Bupa Health Insurance Company Ltd,Financial Services,Insurance - Life,"Incorporated in 2008, Niva Bupa Health Insurance Ltd is a Tech driven leading health insurer in India.",screener
NKIND,N K Industries Ltd,Consumer Defensive,Household & Personal Products,"Incorporated in 1987, NK Industries Ltd is in the business of production and trading of castor oil",screener
NLCINDIA,NLC India Ltd,Utilities,Utilities - Regulated Electric,NLC India is engaged in the business of mining of lignite and generation of power by using lignite as well as Renewable Energy Sources.(Source : 202003 Annual Report Page No:89),screener
NMDC,NMDC Ltd,Basic Materials,Steel,"NMDC is engaged in exploration and production of Iron Ore along with Diamond, production and sale of Sponge Iron and generation and sale of Wind Power.(Source : 202003 Annual Report Page No:119)",screener
NOCIL,NOCIL Ltd,Basic Materials,Specialty Chemicals,"NOCIL Ltd., incorporated in 1961, manufactures rubber chemicals which are used by the tyre industry and other rubber processing industries. It is a part of Arvind Mafatlal Group and is the Largest Rubber Chemicals Manufacturer in India.",screener
NOIDATOLL,Noida Toll Bridge Company Ltd,Industrials,Infrastructure Operations,"Incorporated in 1996, Noida Toll Bridge Company Ltd is set up to develop, establish, construct, operate and maintain a project relating to the construction of the Delhi Noida Toll Bridge",screener
NORBTEAEXP,Norben Tea & Exports Ltd,Consumer Defensive,Farm Products,"Incorporated in 1990, Norben Tea & Exports Limited is engaged in the business of growing and manufacturing of Tea and providing Commission.",screener
NORTHARC,Northern Arc Capital Ltd,Financial Services,Credit Services,"Founded in 2009, Northern Arc Capital Limited offers retail loans to underserved households and businesses in India.",screener
NOVAAGRI,Nova Agritech Ltd,Basic Materials,Agricultural Inputs,"Incorporated in 2007, Nova Agri Tech Ltd is an agri-input manufacturer offering soil health management, crop nutrition and crop protection products",screener
NOVARTIND,Novartis India Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,Novartis India Ltd is primarily engaged in the Business of Wholesale of pharmaceuticals and medical goods. It imports various medicines to India from different sources across the globe.,screener
NPST,Network People Services Technologies Ltd,Technology,Software - Application,"Incorporated in 2013, Network People Services Technologies Ltd is a fintech firm which specializes in UPI payments and digital banking, and operates as both a TSP and a PPaaS",screener
NRAIL,N R Agarwal Industries Ltd,Basic Materials,Paper & Paper Products,"Incorporated in 1993, N. R. Agarwal Industries Ltd manufacturers recycled paper and grey back & white back Duplex Boards",screener
NRBBEARING,NRB Bearings Ltd,Consumer Cyclical,Auto Parts,NRB Bearings have pioneered in the manufacturing of needle roller bearings in India since 1965. More than 90% of the vehicles running on Indian roads are running on bearings manufactured by NRB.,screener
NRL,Nupur Recyclers Ltd,Industrials,Waste Management,"Incorporated in 2019, Nupur Recyclers Ltd is in the business of import and processing /trading of ferrous and nonferrous metals",screener
NSIL,Nalwa Sons Investments Ltd,Financial Services,Asset Management,Nalwa Sons Investments Ltd is a non-NBFC Company engaged in the business of investing in shares and granting loans to the group companies.,screener
NSLNISP,NMDC Steel Ltd,Basic Materials,Steel,"National Mineral Development Corporation (NMDC), a Navratna Public Sector Enterprise under the Ministry of Steel, Government of India is the single largest producer of iron ore in India. It owns and operates iron ore mines in Chhattisgarh and Karnataka and has its registered office at Hyderabad, Telangana.",screener
NTPC,NTPC Ltd,Utilities,Utilities - Regulated Electric,"NTPC (National Thermal Power Corporation) Ltd along with its subsidiaries/ associates & JVs is primarily involved in generation and sale of bulk power to State power utilities. Other business of the group includes providing consultancy, project management & supervision, energy trading, oil & gas exploration and coal mining.",screener
NTPCGREEN,NTPC Green Energy Ltd,Utilities,Utilities - Renewable,"Incorporated in April 2022, NTPC Green Energy is a renewable energy company that focuses on undertaking projects through organic and inorganic routes.",screener
NUCLEUS,Nucleus Software Exports Ltd,Technology,Software - Application,Nucleus Software provides lending and transaction banking products to the global financial services industry. As a pioneer in retail and corporate banking software since 1986.,screener
NURECA,Nureca Ltd,Healthcare,Medical Devices,"Incorporated in 2016, Nureca Ltd is in the business of Home Healthcare and Wellness Products.",screener
NUVAMA,Nuvama Wealth Management Ltd,Financial Services,Asset Management,"Incorporated in 1993, Nuvama Wealth Management Ltd is in the business of broking and trading in equity securities and is also registered as an Investment Adviser and Merchant Banker with SEBI",screener
NUVOCO,Nuvoco Vistas Corporation Ltd,Basic Materials,Building Materials,"Nuvoco Vista Corporation Ltd (NVCL), is one of the largest cement companies and concrete manufacturers in India with a consolidated capacity of 25 MMTPA. It offers a diversified range of products such as cement, Ready-mix Concrete (RMX), and modern building materials i.e. adhesives, wall putty, dry plaster, cover blocks, and more.",screener
NYKAA,FSN E-Commerce Ventures Ltd,Consumer Cyclical,Internet Retail,"FSN E-commerce Ventures Ltd. (FSNEV) popularly known as ""Nykaa"" is a digitally native consumer technology platform, delivering a content-led, lifestyle retail experience to consumers. The company has a diverse portfolio of beauty, personal care, and fashion products, including owned brand products manufactured by it.",screener
OAL,Oriental Aromatics Ltd,Basic Materials,Specialty Chemicals,"Incorporated in 1973, Oriental Aromatics Ltd is a manufacturer of specialty-based aroma chemicals, camphor, and flavour and fragrance products",screener
OBCL,Orissa Bengal Carrier Ltd,Industrials,Trucking,"Incorporated in 1994, Odisha-Bengal Carrier Ltd is engaged in Transportation & Logistics business",screener
OBEROIRLTY,Oberoi Realty Ltd,Real Estate,Real Estate - Development,"Oberoi Realty Ltd is a real estate development company, headquartered in Mumbai. It is the part of Oberoi Realty Group, focused on developments in the residential, office space, retail, hospitality, and social infrastructure verticals.",screener
OCCLLTD,OCCL Ltd,Basic Materials,Chemicals,"Incorporated in 2024, OCCL Ltd is in the business of manufacturing and selling of insoluble sulphur",screener
ODIGMA,Odigma Consultancy Solutions Ltd,Communication Services,Advertising Agencies,"Incorporated in 2010, Odigma Consultancy Solutions Ltd is a digital marketing agency in Bangalore",screener
OFSS,Oracle Financial Services Software Ltd,Technology,Software - Infrastructure,"Oracle Financial Services Software Ltd provides financial software, custom application development, consulting, IT infrastructure management, and outsourced business processing services to the financial services industry. The company was incorporated in 1989 and is based in Mumbai, India. Oracle Financial Services Software Limited is a subsidiary of Oracle Global (Mauritius) Limited.",screener
OIL,Oil India Ltd,Energy,Oil & Gas Integrated,"Oil India Ltd is engaged in exploration, development and production of crude oil and natural gas, transportation of crude oil and production of LPG. It also provides various E&P related services for oil blocks.",screener
OILCOUNTUB,Oil Country Tubular Ltd,Energy,Oil & Gas Equipment & Services,"Incorporated in 1985, Oil Country Tubular Ltd manufactures Casing, Tubing and Drill Pipe",screener
OLAELEC,Ola Electric Mobility Ltd,Consumer Cyclical,Auto Manufacturers,"Founded in 2017, Ola Electric Mobility Limited is an electric vehicle company that primarily manufactures electric vehicles and core components for electric vehicles. These components include battery packs, motors, and vehicle frames, all produced at the Ola Futurefactory.",screener
OLECTRA,Olectra Greentech Ltd,Industrials,Farm & Heavy Construction Machinery,Olectra Greentech Limited was incorporated in 2000 . The Company is primarily engaged in the manufacturing of composite polymer insulators and electrical buses. Its registered office is in Hyderabad.,screener
OMAXAUTO,Omax Autos Ltd,Consumer Cyclical,Auto Parts,"Incorporated in 1983, Omax Autos Ltd manufactures and supply sheet metal components",screener
OMAXE,Omaxe Ltd,Real Estate,Real Estate - Development,"Omaxe ltd. is in the business of developing real estate properties for residential, commercial and retail purposes with a presence across 27 cities in 8 states of India. It has undertaken various projects in the areas of contractual construction, township development, building of commercial complexes, multi-storied apartments, etc.",screener
OMFREIGHT,Om Freight Forwarders Ltd,Industrials,Integrated Freight & Logistics,"Incorporated in June 1995, Om Freight Forwarders Limited is a third-generation logistics company based in Mumbai, India.",screener
OMINFRAL,Om Infra Ltd,Industrials,Engineering & Construction,"Incorporated in 1971, Om Infra Ltd specializes in providing solutions for Hydro Mechanical Equipment for Hydropower & Irrigation projects, end-to-end solutions for water connectivity, hydro batteries, etc.",screener
OMNI,Omnitech Engineering Ltd,Industrials,Specialty Industrial Machinery,"Omnitech Engineering is a manufacturing and engineering solutions company that specializes in providing precision-engineered components, turnkey industrial automation solutions, and customized mechanical systems for various industries.",screener
OMPOWER,Om Power Transmission Ltd,Industrials,Engineering & Construction,"Incorporated in June 2011, Om Power Transmission Limited is a power transmission infrastructure engineering, procurement, and construction (EPC) company",screener
ONELIFECAP,Onelife Capital Advisors Ltd,Financial Services,Capital Markets,"Incorporated in 2007, Onelife Capital Advisors Ltd specializes in investing in companies.",screener
ONEPOINT,One Point One Solutions Ltd,Industrials,Specialty Business Services,Incorporated in One Point One Solutions Ltd is a customized Business Process Management service provider.,screener
ONESOURCE,OneSource Specialty Pharma Ltd,Healthcare,Biotechnology,"Incorporated in 2007, OneSource Specialty Pharma Ltd is in the research, development, manufacture and commercialisation of bio logical drug products in various injectable formats. It also offers end-to-end CDMO services across all phases of pre-clinical and clinical development and commercial supply of biologics",screener
ONGC,Oil & Natural Gas Corpn Ltd,Energy,Oil & Gas Integrated,"ONGC is the largest crude oil and natural gas Company in India, contributing around 71 per cent to Indian domestic production",screener
ONMOBILE,OnMobile Global Ltd,Communication Services,Telecom Services,"Incorporated in 2000, OnMobile Global Ltd provides value added services such as Ringback Tones, Digital Content Store and Infotainment",screener
ONWARDTEC,Onward Technologies Ltd,Technology,Information Technology Services,"Incorporated in 1991, Onward Technologies is a software and technology services outsourcing company specializing in digital, embedded, mechanical engineering for global original equipment manufacturers (OEMs) in Industrial Equipment, Heavy Machinery, Power Generation, Renewables, Hydro Energy, Construction, Agricultural and Mining Equipment, Automotive, Rail Transportation Healthcare and Life Sciences.",screener
OPTIEMUS,Optiemus Infracom Ltd,Technology,Electronics & Computer Distribution,Optiemus Infracom Ltd is primarily engaged in the distribution of mobile handsets of reputed brands like Nokia and Samsung for last 25 years. The group first started distribution of Nokia handsets in Delhi General Trade market in 1995.,screener
ORBTEXP,Orbit Exports Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1983, Orbit Exports Ltd is in the business of Manufacturing of Textile and Windmill Power Generation",screener
